epoch,Train_loss,Test_loss,Train_f1_score,Train_auroc,Test_f1_score,Test_auroc
1,0.29322946071624756,0.5177426338195801,0.5765988567164052,0.9140432330816718,0.6948925094147136,0.8930366414846461
